Name,Neck Twist,Torso Twist,Shoulder Twist_R,Shoulder Flexion_R,F1,Shoulder abduction_R,neck right,Wrist Twist_R,Wrist Right.001_R,Torso Bend,Wrist Right_R,Wrist servo_R,neck left,F2,F3,Blank,Wrist servo_L.001,Wrist Right_L.001,Shoulder Twist_L.001,Shoulder abduction_L.001,Wrist Right.001_L.001,Wrist Twist_L.001,F1,F2,F3,Shoulder Flexion_L.001
Position_84,71,34,67,53,,39,47,50,50,50,45,61,53,,,,86,52,59,16,47,56,,,,94
Position_85,71,34,67,53,,39,48,50,51,50,46,59,52,,,,86,52,59,16,47,56,,,,94
Position_86,71,34,67,53,,39,49,50,52,50,46,57,51,,,,86,51,59,16,47,56,,,,94
Position_87,70,34,67,53,,39,49,50,53,50,47,55,51,,,,86,51,59,16,47,56,,,,94
Position_88,70,35,67,53,,39,50,50,54,50,48,53,50,,,,85,51,59,16,47,56,,,,95
Position_89,70,35,67,53,,39,51,50,55,50,48,51,49,,,,85,51,59,15,47,57,,,,95
Position_90,70,35,67,53,,39,51,50,56,50,49,50,49,,,,85,50,59,15,47,57,,,,95
Position_91,69,35,67,53,,39,52,50,56,50,49,49,48,,,,85,50,59,15,47,57,,,,95
Position_92,69,35,67,53,,39,53,50,57,50,50,48,47,,,,85,50,59,15,47,57,,,,95
Position_93,69,35,67,53,,39,54,50,58,50,50,47,46,,,,85,49,59,15,47,57,,,,95
Position_94,69,35,67,53,,39,54,50,58,50,50,47,46,,,,85,49,59,15,48,57,,,,95
Position_95,68,35,67,53,,39,55,50,58,50,51,46,45,,,,85,49,59,15,48,57,,,,95
Position_96,68,35,67,53,,39,55,50,59,50,51,46,45,,,,85,49,59,15,48,57,,,,95
Position_97,68,35,67,53,,39,56,50,59,50,51,46,44,,,,85,48,59,15,48,57,,,,95
Position_98,67,36,67,53,,39,57,50,59,50,51,46,43,,,,84,48,59,15,48,57,,,,96
Position_99,67,36,67,53,,39,57,50,58,50,51,47,43,,,,84,48,59,15,48,57,,,,96
Position_100,67,36,67,53,,39,57,50,58,50,50,47,43,,,,84,48,59,15,48,57,,,,96
Position_101,67,36,67,53,,39,58,50,58,50,50,48,42,,,,84,47,59,16,48,57,,,,96
Position_102,66,36,67,53,,39,58,50,57,50,50,49,42,,,,84,47,59,16,48,57,,,,96
Position_103,66,36,67,53,,39,58,50,56,50,49,50,42,,,,84,47,59,16,48,57,,,,96
Position_104,66,36,67,53,,39,58,50,56,50,49,51,42,,,,84,47,59,16,48,57,,,,96
Position_105,65,36,67,53,,39,58,50,55,50,48,53,42,,,,84,47,59,16,48,58,,,,96
Position_106,65,37,67,53,,39,58,50,54,50,48,55,42,,,,84,46,59,16,48,58,,,,96
Position_107,65,37,67,53,,39,58,50,53,50,47,57,42,,,,84,46,59,16,48,58,,,,96
Position_108,64,37,67,53,,39,58,50,52,50,46,59,42,,,,84,46,59,16,48,58,,,,96
Position_109,64,37,67,53,,39,58,50,51,50,46,61,42,,,,84,46,59,16,48,58,,,,97
Position_110,64,37,67,53,,39,58,50,50,50,45,64,42,,,,84,46,59,17,48,58,,,,97
Position_111,63,37,67,53,,39,57,50,49,50,44,66,43,,,,84,46,59,17,48,58,,,,97
Position_112,63,37,67,53,,39,57,50,48,50,43,69,43,,,,84,46,59,17,48,58,,,,97
Position_113,63,37,67,53,,39,56,50,47,50,42,71,44,,,,84,46,59,17,48,58,,,,97
Position_114,62,38,67,53,,39,56,50,45,50,41,74,44,,,,84,46,59,17,48,58,,,,97
Position_115,62,38,67,53,,39,56,50,44,50,40,76,44,,,,83,46,59,17,48,58,,,,97
Position_116,62,38,67,53,,39,55,50,43,50,39,79,45,,,,83,46,59,17,48,58,,,,97
Position_117,61,38,67,53,,39,54,50,42,50,38,81,46,,,,83,46,59,18,48,58,,,,97
Position_118,61,38,67,53,,39,54,50,41,50,38,84,46,,,,83,46,59,18,48,58,,,,97
Position_119,61,38,67,53,,39,53,50,40,50,37,86,47,,,,83,46,59,18,48,58,,,,97
Position_120,60,39,67,53,,39,53,50,39,50,36,88,47,,,,83,46,59,18,48,58,,,,97
Position_121,60,39,67,53,,39,52,50,37,50,35,90,48,,,,83,46,59,18,48,58,,,,97
Position_122,60,39,67,53,,39,51,50,36,50,34,92,49,,,,83,46,58,19,48,58,,,,97
Position_123,59,39,67,53,,39,51,50,35,50,33,94,49,,,,83,47,58,19,47,58,,,,98
Position_124,59,39,67,53,,39,50,50,35,50,33,96,50,,,,83,47,58,19,47,58,,,,98
Position_125,59,39,67,53,,39,50,50,34,50,32,97,50,,,,83,47,58,19,47,58,,,,98
Position_126,58,40,67,53,,39,49,50,33,50,31,99,51,,,,83,47,58,19,47,58,,,,98
Position_127,58,40,67,53,,39,48,50,32,50,31,100,52,,,,84,47,58,19,47,58,,,,98
Position_128,58,40,67,53,,39,48,50,32,50,30,100,52,,,,84,48,58,20,46,58,,,,98
Position_129,57,40,67,53,,39,47,50,31,50,30,100,53,,,,84,48,58,20,46,58,,,,98
Position_130,57,40,67,53,,39,47,50,31,50,30,100,53,,,,84,48,58,20,46,58,,,,98
Position_131,56,40,67,53,,39,46,50,31,50,29,100,54,,,,84,48,58,20,46,57,,,,98
Position_132,56,41,67,53,,39,46,50,31,50,29,100,54,,,,84,48,58,20,46,57,,,,98
Position_133,56,41,67,53,,39,46,50,31,50,29,100,54,,,,84,49,58,20,45,57,,,,98
Position_134,55,41,67,53,,39,45,50,31,50,30,100,55,,,,84,49,58,20,45,57,,,,98
Position_135,55,41,67,53,,39,45,50,31,50,30,100,55,,,,84,49,58,21,45,57,,,,98
Position_136,55,41,67,53,,39,45,50,32,50,30,100,55,,,,84,49,58,21,45,57,,,,98
Position_137,54,41,67,53,,39,45,50,32,50,31,99,55,,,,84,50,58,21,45,57,,,,98
Position_138,54,42,67,53,,39,45,50,33,50,31,97,55,,,,84,50,58,21,44,57,,,,98
Position_139,54,42,67,53,,39,45,50,34,50,32,96,55,,,,84,50,57,21,44,57,,,,98
Position_140,53,42,67,53,,39,45,50,35,50,33,94,55,,,,84,50,57,21,44,56,,,,98
Position_141,53,42,67,53,,39,45,50,35,50,33,92,55,,,,84,50,57,21,44,56,,,,98
Position_142,52,42,67,53,,39,46,50,36,50,34,90,54,,,,85,50,57,21,44,56,,,,98
Position_143,52,43,67,53,,39,46,50,37,50,35,88,54,,,,85,50,57,21,44,56,,,,97
Position_144,52,43,67,53,,39,46,50,39,50,36,86,54,,,,85,50,57,21,44,56,,,,97
Position_145,51,43,67,53,,39,47,50,40,50,37,84,53,,,,85,50,57,21,44,56,,,,97
Position_146,51,43,67,53,,39,47,50,41,50,38,81,53,,,,85,50,57,21,44,56,,,,97
Position_147,51,43,67,53,,39,48,50,42,50,38,79,52,,,,85,50,57,21,44,55,,,,97
Position_148,50,43,67,53,,39,48,50,43,50,39,76,52,,,,85,50,57,21,44,55,,,,97
Position_149,50,44,67,53,,39,49,50,44,50,40,74,51,,,,85,50,57,21,44,55,,,,97
Position_150,49,44,67,53,,39,50,50,45,50,41,71,50,,,,85,50,57,21,44,55,,,,97
Position_151,49,44,67,53,,39,50,50,47,50,42,69,50,,,,86,50,57,21,44,55,,,,97
Position_152,49,44,67,53,,39,51,50,48,50,43,66,49,,,,86,50,57,21,44,54,,,,97
Position_153,48,44,67,53,,39,52,50,49,50,44,64,48,,,,86,50,57,21,44,54,,,,97
Position_154,48,45,67,53,,39,52,50,50,50,45,61,48,,,,86,50,57,21,44,54,,,,97
Position_155,48,45,67,53,,39,53,50,51,50,46,59,47,,,,86,50,57,21,44,54,,,,97
Position_156,47,45,67,53,,39,54,50,52,50,46,57,46,,,,86,50,56,21,45,54,,,,96
Position_157,47,45,67,53,,39,54,50,53,50,47,55,46,,,,86,50,56,21,45,53,,,,96
Position_158,46,45,67,53,,39,55,50,54,50,48,53,45,,,,87,50,56,20,45,53,,,,96
Position_159,46,46,67,53,,39,56,50,55,50,48,51,44,,,,87,50,56,20,45,53,,,,96
Position_160,46,46,67,53,,39,56,50,56,50,49,50,44,,,,87,50,56,20,45,53,,,,96
Position_161,45,46,67,53,,39,57,50,56,50,49,49,43,,,,87,49,56,20,45,52,,,,96
Position_162,45,46,67,53,,39,57,50,57,50,50,48,43,,,,87,49,56,20,45,52,,,,96
Position_163,45,46,67,53,,39,57,50,58,50,50,47,43,,,,87,49,56,20,45,52,,,,96
Position_164,44,47,67,53,,39,58,50,58,50,50,47,42,,,,87,49,56,19,46,52,,,,96
Position_165,44,47,67,53,,39,58,50,58,50,51,46,42,,,,88,49,56,19,46,52,,,,95
Position_166,43,47,67,53,,39,58,50,59,50,51,46,42,,,,88,49,56,19,46,51,,,,95
Position_167,43,47,67,53,,39,58,50,59,50,51,46,42,,,,88,49,56,19,46,51,,,,95
Position_168,43,48,67,53,,39,58,50,59,50,51,46,42,,,,88,49,56,19,46,51,,,,95
Position_169,42,48,67,53,,39,58,50,58,50,51,47,42,,,,88,49,56,18,46,51,,,,95
Position_170,42,48,67,53,,39,58,50,58,50,50,47,42,,,,88,48,56,18,46,50,,,,95
Position_171,42,48,67,53,,39,58,50,58,50,50,48,42,,,,88,48,56,18,47,50,,,,95
Position_172,41,48,67,53,,39,58,50,57,50,50,49,42,,,,89,48,56,18,47,50,,,,95
Position_173,41,49,67,53,,39,58,50,56,50,49,50,42,,,,89,48,56,18,47,50,,,,94
Position_174,40,49,67,53,,39,57,50,56,50,49,51,43,,,,89,48,56,17,47,49,,,,94
Position_175,40,49,67,53,,39,57,50,55,50,48,53,43,,,,89,48,56,17,47,49,,,,94
Position_176,40,49,67,53,,39,56,50,54,50,48,55,44,,,,89,48,56,17,47,49,,,,94
Position_177,39,49,67,53,,39,56,50,53,50,47,57,44,,,,89,48,56,17,47,49,,,,94
Position_178,39,50,67,53,,39,55,50,52,50,46,59,45,,,,89,48,56,16,47,48,,,,94
Position_179,39,50,67,53,,39,55,50,51,50,46,61,45,,,,90,48,56,16,48,48,,,,94
Position_180,38,50,67,53,,39,54,50,50,50,45,64,46,,,,90,47,56,16,48,48,,,,94
Position_181,38,50,67,53,,39,54,50,49,50,44,66,46,,,,90,47,56,16,48,48,,,,93
Position_182,38,50,67,53,,39,53,50,48,50,43,69,47,,,,90,47,56,16,48,48,,,,93
Position_183,37,51,67,53,,39,52,50,47,50,42,71,48,,,,90,47,56,15,48,47,,,,93
Position_184,37,51,67,53,,39,52,50,45,50,41,74,48,,,,90,47,56,15,48,47,,,,93
Position_185,37,51,67,53,,39,51,50,44,50,40,76,49,,,,90,47,56,15,48,47,,,,93
Position_186,36,51,67,53,,39,50,50,43,50,39,79,50,,,,91,47,56,15,48,47,,,,93
Position_187,36,51,67,53,,39,50,50,42,50,38,81,50,,,,91,47,56,15,48,46,,,,93
Position_188,35,52,67,53,,39,49,50,41,50,38,84,51,,,,91,47,56,15,48,46,,,,93
Position_189,35,52,67,53,,39,49,50,40,50,37,86,51,,,,91,47,56,14,48,46,,,,93
Position_190,35,52,67,53,,39,48,50,39,50,36,88,52,,,,91,47,56,14,48,46,,,,92
Position_191,34,52,67,53,,39,47,50,37,50,35,90,53,,,,91,47,56,14,48,45,,,,92
Position_192,34,52,67,53,,39,47,50,36,50,34,92,53,,,,91,47,56,14,48,45,,,,92
Position_193,34,53,67,53,,39,46,50,35,50,33,94,54,,,,91,47,56,14,48,45,,,,92
Position_194,33,53,67,53,,39,46,50,35,50,33,96,54,,,,91,47,56,14,48,45,,,,92
Position_195,33,53,67,53,,39,45,50,34,50,32,97,55,,,,92,47,56,14,48,45,,,,92
Position_196,33,53,67,53,,39,45,50,33,50,31,99,55,,,,92,47,56,14,48,44,,,,92
Position_197,32,54,67,53,,39,45,50,32,50,31,100,55,,,,92,47,56,14,48,44,,,,92
Position_198,32,54,67,53,,39,44,50,32,50,30,100,56,,,,92,48,56,14,48,44,,,,92
Position_199,32,54,67,53,,39,44,50,31,50,30,100,56,,,,92,48,56,14,48,44,,,,92
Position_200,31,54,67,53,,39,44,50,31,50,30,100,56,,,,92,48,56,14,48,44,,,,92
Position_201,31,54,67,53,,39,44,50,31,50,29,100,56,,,,92,48,56,14,48,43,,,,92
Position_202,31,55,67,53,,39,44,50,31,50,29,100,56,,,,92,48,56,14,48,43,,,,92
Position_203,31,55,67,53,,39,44,50,31,50,29,100,56,,,,92,48,56,14,47,43,,,,92
Position_204,30,55,67,53,,39,45,50,31,50,30,100,55,,,,92,48,56,14,47,43,,,,91
Position_205,30,55,67,53,,39,45,50,31,50,30,100,55,,,,92,48,56,14,47,43,,,,91
Position_206,30,55,67,53,,39,45,50,32,50,30,100,55,,,,93,48,56,14,47,43,,,,91
Position_207,29,56,67,53,,39,46,50,32,50,31,99,54,,,,93,49,57,14,47,42,,,,91
Position_208,29,56,67,53,,39,46,50,33,50,31,97,54,,,,93,49,57,14,47,42,,,,91
Position_209,29,56,67,53,,39,47,50,34,50,32,96,53,,,,93,49,57,14,47,42,,,,91
Position_210,28,56,67,53,,39,47,50,35,50,33,94,53,,,,93,49,57,14,47,42,,,,91
Position_211,28,56,67,53,,39,48,50,35,50,33,92,52,,,,93,49,57,14,47,42,,,,91
Position_212,28,57,67,53,,39,49,50,36,50,34,90,51,,,,93,49,57,15,47,42,,,,91
Position_213,27,57,67,53,,39,49,50,37,50,35,88,51,,,,93,49,57,15,46,42,,,,91
Position_214,27,57,67,53,,39,50,50,39,50,36,86,50,,,,93,50,57,15,46,42,,,,91
Position_215,27,57,67,53,,39,51,50,40,50,37,84,49,,,,93,50,57,15,46,42,,,,91
Position_216,27,57,67,53,,39,51,50,41,50,38,81,49,,,,93,50,57,15,46,41,,,,91
Position_217,26,57,67,53,,39,52,50,42,50,38,79,48,,,,93,50,57,15,46,41,,,,91
Position_218,26,58,67,53,,39,53,50,43,50,39,76,47,,,,93,50,58,15,46,41,,,,92
Position_219,26,58,67,53,,39,54,50,44,50,40,74,46,,,,93,51,58,15,46,41,,,,92
Position_220,26,58,67,53,,39,54,50,45,50,41,71,46,,,,93,51,58,15,46,41,,,,92
Position_221,25,58,67,53,,39,55,50,47,50,42,69,45,,,,93,51,58,15,46,41,,,,92
Position_222,25,58,67,53,,39,55,50,48,50,43,66,45,,,,93,51,58,16,46,41,,,,92
Position_223,25,59,67,53,,39,56,50,49,50,44,64,44,,,,93,51,58,16,45,41,,,,92
Position_224,24,59,67,53,,39,57,50,50,50,45,61,43,,,,93,52,58,16,45,41,,,,92
Position_225,24,59,67,53,,39,57,50,51,50,46,59,43,,,,93,52,58,16,45,41,,,,92
Position_226,24,59,67,53,,39,57,50,52,50,46,57,43,,,,93,52,58,16,45,41,,,,92
Position_227,24,59,67,53,,39,58,50,53,50,47,55,42,,,,93,52,58,16,45,41,,,,92
Position_228,24,59,67,53,,39,58,50,54,50,48,53,42,,,,93,53,59,16,45,41,,,,92
Position_229,23,60,67,53,,39,58,50,55,50,48,51,42,,,,93,53,59,16,45,41,,,,92
Position_230,23,60,67,53,,39,58,50,56,50,49,50,42,,,,93,53,59,17,45,41,,,,93
Position_231,23,60,67,53,,39,58,50,56,50,49,49,42,,,,93,53,59,17,45,41,,,,93
Position_232,23,60,67,53,,39,58,50,57,50,50,48,42,,,,93,53,59,17,45,41,,,,93
Position_233,22,60,67,53,,39,58,50,58,50,50,47,42,,,,92,54,59,17,45,41,,,,93
Position_234,22,60,67,53,,39,58,50,58,50,50,47,42,,,,92,54,59,17,45,41,,,,93
Position_235,22,61,67,53,,39,58,50,58,50,51,46,42,,,,92,54,59,17,45,41,,,,93
Position_236,22,61,67,53,,39,58,50,59,50,51,46,42,,,,92,54,59,17,45,41,,,,93
Position_237,22,61,67,53,,39,57,50,59,50,51,46,43,,,,92,55,60,17,45,41,,,,93
Position_238,21,61,67,53,,39,57,50,59,50,51,46,43,,,,92,55,60,18,45,42,,,,94
Position_239,21,61,67,53,,39,56,50,58,50,51,47,44,,,,92,55,60,18,45,42,,,,94
Position_240,21,61,67,53,,39,56,50,58,50,50,47,44,,,,92,55,60,18,45,42,,,,94
Position_241,21,62,67,53,,39,56,50,58,50,50,48,44,,,,92,56,60,18,45,42,,,,94
Position_242,21,62,67,53,,39,55,50,57,50,50,49,45,,,,92,56,60,18,45,42,,,,94
Position_243,20,62,67,53,,39,54,50,56,50,49,50,46,,,,92,56,60,18,45,42,,,,94
Position_244,20,62,67,53,,39,54,50,56,50,49,51,46,,,,92,57,60,18,45,42,,,,95
Position_245,20,62,67,53,,39,53,50,55,50,48,53,47,,,,91,57,60,18,45,43,,,,95
Position_246,20,62,67,53,,39,53,50,54,50,48,55,47,,,,91,57,61,18,45,43,,,,95
Position_247,20,63,67,53,,39,52,50,53,50,47,57,48,,,,91,57,61,18,46,43,,,,95
Position_248,20,63,67,53,,39,51,50,52,50,46,59,49,,,,91,58,61,19,46,43,,,,95
Position_249,19,63,67,53,,39,51,50,51,50,46,61,49,,,,91,58,61,19,46,43,,,,95
Position_250,19,63,67,53,,39,50,50,50,50,45,64,50,,,,91,58,61,19,46,44,,,,96
Position_251,19,63,67,53,,39,50,50,49,50,44,66,50,,,,91,59,61,19,46,44,,,,96
Position_252,19,63,67,53,,39,49,50,48,50,43,69,51,,,,91,59,61,19,46,44,,,,96
Position_253,19,63,67,53,,39,48,50,47,50,42,71,52,,,,91,59,61,19,46,44,,,,96
Position_254,19,63,67,53,,39,48,50,45,50,41,74,52,,,,91,59,61,19,46,44,,,,96
Position_255,19,64,67,53,,39,47,50,44,50,40,76,53,,,,90,60,61,19,47,45,,,,96
Position_256,19,64,67,53,,39,47,50,43,50,39,79,53,,,,90,60,62,19,47,45,,,,97
Position_257,18,64,67,53,,39,46,50,42,50,38,81,54,,,,90,60,62,19,47,45,,,,97
Position_258,18,64,67,53,,39,46,50,41,50,38,84,54,,,,90,60,62,19,47,45,,,,97
Position_259,18,64,67,53,,39,46,50,40,50,37,86,54,,,,90,61,62,19,47,45,,,,97
Position_260,18,64,67,53,,39,45,50,39,50,36,88,55,,,,90,61,62,19,47,46,,,,97
Position_261,18,64,67,53,,39,45,50,37,50,35,90,55,,,,90,61,62,19,47,46,,,,97
Position_262,18,64,67,53,,39,45,50,36,50,34,92,55,,,,90,62,62,19,48,46,,,,97
Position_263,18,65,67,53,,39,45,50,35,50,33,94,55,,,,90,62,62,19,48,46,,,,98
Position_264,18,65,67,53,,39,45,50,35,50,33,96,55,,,,90,62,62,19,48,47,,,,98
Position_265,18,65,67,53,,39,45,50,34,50,32,97,55,,,,89,62,62,19,48,47,,,,98
Position_266,18,65,67,53,,39,45,50,33,50,31,99,55,,,,89,63,62,19,48,47,,,,98
Position_267,18,65,67,53,,39,45,50,32,50,31,100,55,,,,89,63,62,19,48,47,,,,98
Position_268,18,65,67,53,,39,46,50,32,50,30,100,54,,,,89,63,62,19,49,48,,,,98
Position_269,18,65,67,53,,39,46,50,31,50,30,100,54,,,,89,63,63,20,49,48,,,,98
Position_270,17,65,67,53,,39,46,50,31,50,30,100,54,,,,89,64,63,20,49,48,,,,99
Position_271,17,65,67,53,,39,47,50,31,50,29,100,53,,,,89,64,63,20,49,48,,,,99
