Name,Neck Twist,Torso Twist,Shoulder Twist_R,Shoulder Flexion_R,F1,Shoulder abduction_R,neck right,Wrist Twist_R,Wrist Right.001_R,Torso Bend,Wrist Right_R,Wrist servo_R,neck left,F2,F3,Blank,Wrist servo_L.001,Wrist Right_L.001,Shoulder Twist_L.001,Shoulder abduction_L.001,Wrist Right.001_L.001,Wrist Twist_L.001,F1,F2,F3,Shoulder Flexion_L.001
Position_38,42,54,47,41,,81,55,23,56,52,53,39,45,,,,94,50,53,17,50,52,,,,93
Position_39,42,54,47,42,,81,56,22,56,52,53,40,44,,,,93,50,53,17,50,53,,,,93
Position_40,41,54,47,43,,81,56,21,56,52,53,41,44,,,,93,50,52,17,50,53,,,,93
Position_41,41,54,48,44,,81,56,20,56,52,53,42,44,,,,93,50,52,17,50,53,,,,93
Position_42,41,55,48,45,,80,56,19,57,52,53,43,44,,,,93,50,52,17,50,53,,,,93
Position_43,40,55,48,46,,80,56,19,57,52,53,44,44,,,,93,50,52,17,50,53,,,,93
Position_44,40,55,48,47,,80,57,18,57,52,54,45,43,,,,93,50,52,17,50,53,,,,93
Position_45,40,55,49,48,,80,57,17,57,52,54,46,43,,,,93,50,52,17,50,53,,,,93
Position_46,40,55,49,49,,80,57,16,58,52,54,47,43,,,,93,50,52,18,50,53,,,,93
Position_47,39,55,49,50,,80,57,16,58,53,54,48,43,,,,93,50,52,18,50,53,,,,93
Position_48,39,56,50,51,,80,57,15,58,53,54,48,43,,,,93,50,52,18,50,54,,,,93
Position_49,39,56,50,52,,79,58,14,58,53,54,49,42,,,,93,50,52,18,50,54,,,,93
Position_50,38,56,50,52,,79,58,14,59,53,54,50,42,,,,93,50,51,18,50,54,,,,93
Position_51,38,56,51,53,,79,58,13,59,53,54,51,42,,,,93,50,51,18,50,54,,,,93
Position_52,38,56,51,54,,79,58,13,59,53,54,51,42,,,,93,50,51,18,50,54,,,,92
Position_53,38,56,51,54,,79,58,12,59,53,55,52,42,,,,93,50,51,18,50,54,,,,92
Position_54,37,56,52,55,,79,58,12,59,53,55,52,42,,,,93,50,51,18,50,54,,,,92
Position_55,37,56,52,55,,79,58,12,60,53,55,53,41,,,,93,50,51,18,50,54,,,,92
Position_56,37,56,53,55,,79,59,11,60,53,55,53,41,,,,93,50,51,18,50,54,,,,92
Position_57,37,57,53,56,,79,59,11,60,53,55,53,41,,,,93,50,51,19,50,55,,,,92
Position_58,37,57,54,56,,79,59,11,60,53,55,53,41,,,,93,50,51,19,50,55,,,,92
Position_59,36,57,54,56,,79,59,11,60,53,55,53,41,,,,93,50,51,19,50,55,,,,92
Position_60,36,57,55,56,,79,59,11,61,53,55,53,41,,,,93,50,51,19,50,55,,,,92
Position_61,36,57,55,56,,79,59,11,61,53,55,53,41,,,,93,50,51,19,50,55,,,,92
Position_62,36,57,56,56,,79,59,11,61,53,55,53,41,,,,93,50,51,19,50,55,,,,92
Position_63,36,57,56,56,,79,59,11,61,53,55,53,40,,,,93,50,51,19,50,55,,,,92
Position_64,36,57,57,56,,79,60,11,61,53,56,53,40,,,,93,50,50,19,50,55,,,,92
Position_65,36,57,58,56,,79,60,11,61,53,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_66,35,57,59,56,,79,60,11,62,53,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_67,35,57,59,56,,79,60,11,62,53,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_68,35,57,60,56,,79,60,11,62,53,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_69,35,57,61,56,,79,60,11,62,54,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_70,35,57,62,56,,79,60,11,62,54,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_71,35,57,63,56,,79,60,11,62,54,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_72,35,57,64,56,,79,60,11,62,54,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_73,35,57,64,56,,79,60,11,62,54,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_74,35,57,65,56,,79,60,11,62,54,56,53,40,,,,93,50,50,19,50,56,,,,92
Position_75,35,57,66,56,,79,60,11,63,54,56,53,40,,,,93,50,50,19,50,57,,,,92
Position_76,35,57,66,56,,79,60,11,63,54,56,53,40,,,,93,50,51,19,50,57,,,,92
Position_77,36,57,67,56,,79,60,11,63,54,56,53,40,,,,93,50,51,19,50,57,,,,92
Position_78,36,57,67,56,,79,60,11,63,54,56,53,40,,,,93,50,51,19,50,57,,,,92
Position_79,36,57,67,56,,79,59,11,63,54,56,53,40,,,,93,50,51,19,50,57,,,,92
Position_80,36,57,67,56,,79,59,11,63,53,56,53,41,,,,93,50,51,19,50,57,,,,93
Position_81,36,57,68,56,,79,59,11,63,53,56,53,41,,,,93,50,52,19,50,57,,,,93
Position_82,36,57,67,56,,79,59,11,63,53,56,53,41,,,,94,50,52,19,50,57,,,,93
Position_83,37,57,67,56,,79,59,11,63,53,56,53,41,,,,94,50,52,18,50,57,,,,93
Position_84,37,57,67,56,,79,59,11,62,53,56,53,41,,,,94,50,53,18,50,57,,,,93
Position_85,37,56,66,56,,79,59,11,62,53,55,53,41,,,,94,50,53,18,50,57,,,,93
Position_86,38,56,66,56,,79,59,11,62,53,55,53,42,,,,94,50,53,18,50,58,,,,94
Position_87,38,56,65,56,,79,58,11,62,53,54,53,42,,,,94,50,54,18,50,58,,,,94
Position_88,38,56,64,56,,79,58,11,61,53,53,53,42,,,,95,50,54,18,50,58,,,,94
Position_89,39,56,64,56,,79,58,11,61,53,53,53,42,,,,95,50,54,18,50,58,,,,94
Position_90,39,56,63,56,,79,58,11,60,53,52,53,42,,,,95,50,55,17,50,58,,,,94
Position_91,40,56,62,56,,79,58,11,60,53,51,53,43,,,,95,50,55,17,50,58,,,,95
Position_92,40,55,61,56,,79,58,11,59,53,50,53,43,,,,95,50,56,17,50,58,,,,95
Position_93,40,55,60,56,,79,58,11,59,53,49,53,43,,,,96,50,56,17,50,58,,,,95
Position_94,41,55,59,56,,79,57,11,58,53,48,53,43,,,,96,50,56,17,50,58,,,,95
Position_95,41,55,58,56,,79,57,11,58,53,47,53,44,,,,96,50,57,17,50,58,,,,95
Position_96,42,55,57,56,,79,57,11,57,53,46,53,44,,,,96,50,57,17,50,58,,,,96
Position_97,42,54,56,56,,79,57,11,57,53,45,53,44,,,,96,50,57,17,50,58,,,,96
Position_98,43,54,55,56,,79,57,11,56,53,44,53,44,,,,96,50,58,16,50,58,,,,96
Position_99,43,54,54,56,,79,57,11,56,53,43,53,45,,,,97,50,58,16,50,58,,,,96
Position_100,44,54,53,56,,79,56,11,55,53,42,53,45,,,,97,50,58,16,50,58,,,,96
Position_101,45,53,52,56,,79,56,11,55,53,42,53,45,,,,97,50,58,16,50,58,,,,96
Position_102,45,53,51,56,,79,56,11,55,53,41,53,45,,,,97,50,59,16,50,58,,,,96
Position_103,46,53,51,56,,79,56,11,54,53,40,53,46,,,,97,50,59,16,50,58,,,,96
Position_104,46,53,50,56,,79,56,11,54,53,40,53,46,,,,97,50,59,16,50,58,,,,96
Position_105,47,52,50,56,,79,56,11,54,53,39,53,46,,,,97,50,59,16,50,58,,,,97
Position_106,47,52,49,56,,79,56,11,54,53,39,53,46,,,,97,50,59,16,50,58,,,,97
Position_107,48,52,49,56,,79,56,11,53,53,39,53,46,,,,97,50,59,16,50,58,,,,97
Position_108,49,52,49,56,,79,55,11,53,53,39,53,47,,,,97,50,59,16,50,58,,,,97
Position_109,49,51,49,56,,79,55,11,53,53,39,53,47,,,,97,50,59,16,50,58,,,,97
Position_110,50,51,50,56,,79,55,11,54,53,39,53,47,,,,97,50,59,16,50,58,,,,96
Position_111,50,51,50,56,,79,55,11,54,53,39,53,47,,,,97,50,59,16,50,58,,,,96
Position_112,51,51,51,56,,79,55,11,54,53,40,53,47,,,,97,50,58,16,50,58,,,,96
Position_113,52,50,52,56,,79,55,11,55,53,40,53,47,,,,97,50,58,16,50,58,,,,96
Position_114,52,50,53,56,,79,55,11,56,53,41,53,47,,,,97,50,58,16,50,58,,,,96
Position_115,53,50,54,56,,79,55,11,56,53,42,53,48,,,,97,50,58,17,50,58,,,,96
Position_116,53,50,55,56,,79,55,11,57,53,42,53,48,,,,97,50,57,17,50,58,,,,95
Position_117,54,49,56,56,,79,55,11,58,53,43,53,48,,,,97,50,57,17,50,58,,,,95
Position_118,55,49,58,56,,79,55,11,59,53,44,53,48,,,,96,50,57,17,50,58,,,,95
Position_119,55,49,59,56,,79,55,11,60,53,45,53,48,,,,96,50,56,17,50,58,,,,95
Position_120,56,49,60,56,,79,56,11,61,53,46,53,48,,,,96,50,56,18,50,58,,,,94
Position_121,56,48,62,56,,79,56,11,62,53,47,53,48,,,,96,50,56,18,50,58,,,,94
Position_122,57,48,63,56,,79,56,11,63,53,48,53,47,,,,96,50,55,18,50,58,,,,94
Position_123,58,48,65,56,,79,56,11,64,53,49,53,47,,,,96,50,55,18,50,58,,,,94
Position_124,58,48,66,56,,79,57,11,65,53,49,53,47,,,,96,50,54,19,50,58,,,,93
Position_125,59,47,68,56,,79,57,11,66,52,50,53,47,,,,96,50,54,19,50,58,,,,93
Position_126,59,47,69,56,,79,57,11,67,52,51,53,46,,,,96,50,54,19,50,58,,,,93
Position_127,60,47,70,56,,79,58,11,68,52,52,53,46,,,,95,50,53,19,50,58,,,,93
Position_128,60,47,71,56,,79,58,11,68,52,52,53,46,,,,95,50,53,19,50,58,,,,92
Position_129,61,46,72,56,,79,58,11,69,52,53,53,46,,,,95,50,52,20,50,58,,,,92
Position_130,61,46,73,56,,79,59,11,69,52,54,53,45,,,,95,50,52,20,50,58,,,,92
Position_131,62,46,74,56,,79,59,11,70,52,54,53,45,,,,95,50,52,20,50,58,,,,92
Position_132,62,46,74,56,,79,60,11,70,52,54,53,44,,,,95,50,52,20,50,57,,,,91
Position_133,63,45,75,56,,79,60,11,71,52,54,53,44,,,,95,50,51,20,50,57,,,,91
Position_134,63,45,75,56,,79,61,11,71,52,54,53,44,,,,95,50,51,21,50,57,,,,91
Position_135,64,45,75,56,,79,61,11,70,52,54,53,43,,,,95,50,51,21,50,57,,,,91
Position_136,64,45,74,56,,79,62,11,70,52,54,53,43,,,,95,50,51,21,50,57,,,,91
Position_137,65,45,74,56,,79,62,11,69,52,54,53,42,,,,95,50,51,21,50,57,,,,91
Position_138,65,44,73,56,,79,63,11,68,52,54,53,42,,,,95,50,51,21,50,57,,,,91
Position_139,66,44,72,56,,79,63,11,67,52,54,53,42,,,,95,50,51,21,50,57,,,,91
Position_140,66,44,71,56,,79,64,11,65,52,53,53,41,,,,95,50,51,21,50,57,,,,91
Position_141,66,44,70,56,,79,64,11,64,52,53,53,41,,,,95,50,51,21,50,57,,,,91
Position_142,67,44,69,56,,79,65,11,62,52,53,53,40,,,,95,50,51,21,50,57,,,,91
Position_143,67,44,68,56,,79,65,11,60,52,52,53,40,,,,95,50,51,21,50,57,,,,91
Position_144,67,44,66,56,,79,66,11,59,52,52,53,40,,,,95,50,51,21,50,56,,,,91
Position_145,68,43,65,56,,79,66,11,57,52,52,53,39,,,,95,50,51,21,50,56,,,,91
Position_146,68,43,64,56,,79,66,11,55,52,51,53,39,,,,95,50,51,21,50,56,,,,91
Position_147,68,43,63,56,,79,67,11,54,52,51,53,39,,,,95,50,51,21,50,56,,,,91
Position_148,68,43,61,56,,79,67,11,53,52,51,53,38,,,,95,50,51,21,50,56,,,,91
Position_149,69,43,60,56,,79,67,11,52,52,50,53,38,,,,95,50,51,21,50,56,,,,91
Position_150,69,43,59,56,,79,68,11,51,52,50,53,38,,,,95,50,51,20,50,56,,,,91
Position_151,69,43,59,56,,79,68,11,50,52,50,53,38,,,,95,50,51,20,50,56,,,,91
Position_152,69,43,58,56,,79,68,11,50,52,50,53,37,,,,95,50,51,20,50,56,,,,91
Position_153,69,43,57,56,,79,68,11,50,52,50,53,37,,,,95,50,51,20,50,55,,,,91
Position_154,69,43,57,56,,79,68,11,50,51,50,53,37,,,,95,50,51,20,50,55,,,,91
Position_155,69,43,56,56,,79,68,11,50,51,50,53,37,,,,95,50,51,20,50,55,,,,91
Position_156,69,43,56,56,,79,68,11,50,51,50,53,37,,,,95,50,51,20,50,55,,,,91
Position_157,69,43,55,55,,79,68,11,50,51,50,53,37,,,,95,50,51,20,50,55,,,,91
Position_158,69,43,55,55,,79,68,12,50,51,50,52,37,,,,95,50,51,20,50,55,,,,91
Position_159,69,43,54,55,,79,68,12,50,51,50,52,37,,,,95,50,51,20,50,55,,,,91
Position_160,69,43,54,54,,79,68,12,50,51,50,52,37,,,,95,50,51,20,50,55,,,,91
Position_161,69,43,53,54,,79,68,13,50,51,50,51,37,,,,95,50,51,20,50,55,,,,91
Position_162,69,43,53,53,,79,68,13,50,51,50,51,37,,,,95,50,52,19,50,54,,,,92
Position_163,69,43,52,53,,79,68,14,50,51,50,50,37,,,,95,50,52,19,50,54,,,,92
Position_164,68,43,52,52,,79,68,14,50,51,50,50,38,,,,95,50,52,19,50,54,,,,92
Position_165,68,43,52,51,,79,67,15,50,51,50,49,38,,,,95,50,52,19,50,54,,,,92
Position_166,68,43,51,51,,80,67,15,50,51,50,48,38,,,,95,50,52,19,50,54,,,,92
Position_167,68,43,51,50,,80,67,16,50,51,50,47,38,,,,95,50,52,19,50,54,,,,92
Position_168,67,43,50,49,,80,67,16,50,51,50,47,38,,,,95,50,52,19,50,54,,,,92
Position_169,67,44,50,48,,80,66,17,50,51,50,46,38,,,,95,50,52,19,50,54,,,,92
Position_170,67,44,50,47,,80,66,18,50,51,50,45,39,,,,95,50,52,19,50,54,,,,92
Position_171,67,44,49,46,,80,66,18,50,51,50,44,39,,,,95,50,52,18,50,53,,,,92
Position_172,66,44,49,45,,80,66,19,50,51,50,43,39,,,,95,50,52,18,50,53,,,,92
Position_173,66,44,49,45,,80,65,20,50,51,50,43,39,,,,95,50,52,18,50,53,,,,92
Position_174,65,44,49,44,,81,65,21,50,51,50,42,39,,,,95,50,53,18,50,53,,,,92
Position_175,65,44,48,43,,81,65,21,50,51,50,41,40,,,,95,50,53,18,50,53,,,,92
Position_176,65,44,48,42,,81,64,22,50,51,50,40,40,,,,95,50,53,18,50,53,,,,92
Position_177,64,45,48,41,,81,64,23,50,51,50,39,40,,,,95,50,53,18,50,53,,,,93
Position_178,64,45,48,39,,81,63,24,50,51,50,38,40,,,,95,50,53,18,50,53,,,,93
Position_179,64,45,47,38,,81,63,24,50,51,50,37,41,,,,95,50,53,17,50,53,,,,93
Position_180,63,45,47,37,,81,63,25,50,51,50,36,41,,,,95,50,53,17,50,52,,,,93
Position_181,63,45,47,36,,82,62,26,50,51,50,35,41,,,,95,50,53,17,50,52,,,,93
Position_182,62,45,47,35,,82,62,27,50,51,50,34,42,,,,95,50,53,17,50,52,,,,93
Position_183,62,46,47,34,,82,61,28,50,51,50,33,42,,,,95,50,53,17,50,52,,,,93
Position_184,61,46,46,33,,82,61,29,50,51,50,32,42,,,,95,50,53,17,50,52,,,,93
Position_185,61,46,46,32,,82,61,30,50,50,50,31,42,,,,95,50,54,17,50,52,,,,93
Position_186,60,46,46,31,,82,60,30,50,50,50,29,43,,,,95,50,54,17,50,52,,,,93
Position_187,60,46,46,30,,83,60,31,50,50,50,28,43,,,,95,50,54,16,50,52,,,,93
Position_188,60,46,46,28,,83,59,32,50,50,50,27,43,,,,95,50,54,16,50,52,,,,93
Position_189,59,47,46,27,,83,59,33,50,50,50,26,44,,,,95,50,54,16,50,52,,,,93
Position_190,59,47,46,26,,83,58,34,50,50,50,25,44,,,,95,50,54,16,50,52,,,,93
Position_191,58,47,45,25,,83,58,35,50,50,50,24,44,,,,95,50,54,16,50,51,,,,94
Position_192,58,47,45,24,,83,58,36,50,50,50,23,45,,,,95,50,54,16,50,51,,,,94
Position_193,57,47,45,23,,84,57,36,50,50,50,22,45,,,,95,50,54,16,50,51,,,,94
Position_194,57,47,45,22,,84,57,37,50,50,50,21,45,,,,95,50,54,16,50,51,,,,94
Position_195,56,48,45,21,,84,56,38,50,50,50,20,45,,,,95,50,54,15,50,51,,,,94
Position_196,56,48,45,20,,84,56,39,50,50,50,19,46,,,,95,50,54,15,50,51,,,,94
Position_197,56,48,45,19,,84,56,40,50,50,50,18,46,,,,95,50,55,15,50,51,,,,94
Position_198,55,48,45,18,,84,55,40,50,50,50,17,46,,,,95,50,55,15,50,51,,,,94
Position_199,55,48,45,17,,84,55,41,50,50,50,16,47,,,,95,50,55,15,50,51,,,,94
Position_200,54,48,45,16,,85,54,42,50,50,50,15,47,,,,95,50,55,15,50,51,,,,94
Position_201,54,48,45,15,,85,54,43,50,50,50,15,47,,,,95,50,55,15,50,51,,,,94
Position_202,54,49,45,14,,85,54,43,50,50,50,14,47,,,,95,50,55,15,50,51,,,,94
Position_203,53,49,45,13,,85,53,44,50,50,50,13,48,,,,95,50,55,15,50,51,,,,94
Position_204,53,49,45,12,,85,53,45,50,50,50,12,48,,,,95,50,55,15,50,50,,,,94
Position_205,53,49,45,12,,85,53,45,50,50,50,11,48,,,,95,50,55,15,50,50,,,,94
Position_206,52,49,45,11,,85,52,46,50,50,50,11,48,,,,95,50,55,14,50,50,,,,94
Position_207,52,49,45,10,,85,52,46,50,50,50,10,49,,,,95,50,55,14,50,50,,,,94
Position_208,52,49,45,9,,86,52,47,50,50,50,9,49,,,,95,50,55,14,50,50,,,,94
Position_209,52,49,45,9,,86,51,47,50,50,50,9,49,,,,95,50,55,14,50,50,,,,95
Position_210,51,50,44,8,,86,51,48,50,50,50,8,49,,,,95,50,55,14,50,50,,,,95
Position_211,51,50,44,8,,86,51,48,50,50,50,8,49,,,,95,50,55,14,50,50,,,,95
Position_212,51,50,44,7,,86,51,48,50,50,50,7,49,,,,95,50,55,14,50,50,,,,95
Position_213,51,50,44,7,,86,51,49,50,50,50,7,50,,,,95,50,55,14,50,50,,,,95
Position_214,50,50,44,6,,86,50,49,50,50,50,7,50,,,,95,50,55,14,50,50,,,,95
Position_215,50,50,44,6,,86,50,49,50,50,50,6,50,,,,95,50,56,14,50,50,,,,95
Position_216,50,50,44,6,,86,50,50,50,50,50,6,50,,,,95,50,56,14,50,50,,,,95
Position_217,50,50,44,6,,86,50,50,50,50,50,6,50,,,,95,50,56,14,50,50,,,,95
Position_218,50,50,44,5,,86,50,50,50,50,50,6,50,,,,95,50,56,14,50,50,,,,95
Position_219,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
Position_220,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
