Name,Neck Twist,Torso Twist,Shoulder Twist_R,Shoulder Flexion_R,F1,Shoulder abduction_R,neck right,Wrist Twist_R,Wrist Right.001_R,Torso Bend,Wrist Right_R,Wrist servo_R,neck left,F2,F3,Blank,Wrist servo_L.001,Wrist Right_L.001,Shoulder Twist_L.001,Shoulder abduction_L.001,Wrist Right.001_L.001,Wrist Twist_L.001,F1,F2,F3,Shoulder Flexion_L.001
Position_25,52,56,68,11,,85,58,64,49,50,49,38,44,,,,60,49,68,14,52,43,,,,86
Position_26,52,57,69,11,,84,58,65,49,50,49,39,44,,,,60,49,68,14,52,43,,,,86
Position_27,52,57,70,11,,84,58,65,49,50,48,41,44,,,,60,48,68,14,52,42,,,,86
Position_28,52,57,71,11,,84,58,66,48,50,48,43,43,,,,60,48,68,14,53,42,,,,85
Position_29,53,58,71,11,,84,58,66,48,50,47,44,43,,,,61,48,68,15,53,41,,,,85
Position_30,53,58,72,12,,84,58,67,48,50,47,45,43,,,,61,48,67,15,54,40,,,,84
Position_31,53,58,73,12,,84,58,67,47,50,47,47,43,,,,61,48,67,15,54,39,,,,84
Position_32,54,59,73,12,,84,58,67,47,51,46,48,43,,,,62,47,66,15,54,39,,,,84
Position_33,54,59,73,12,,84,57,67,47,51,46,49,43,,,,62,47,65,15,54,38,,,,84
Position_34,54,59,74,12,,84,56,68,46,51,45,50,43,,,,63,47,64,15,54,37,,,,83
Position_35,55,60,74,12,,84,56,68,46,51,45,51,44,,,,63,47,63,15,54,37,,,,83
Position_36,55,60,74,12,,84,55,68,46,51,45,52,44,,,,63,47,62,15,54,36,,,,83
Position_37,55,60,74,12,,84,54,67,46,51,44,52,45,,,,64,48,61,15,54,35,,,,82
Position_38,56,60,73,12,,84,53,67,45,52,44,53,45,,,,64,48,60,15,54,35,,,,82
Position_39,56,60,73,12,,84,52,67,45,52,44,54,46,,,,64,48,59,15,53,34,,,,82
Position_40,57,61,73,12,,84,51,67,45,52,44,54,47,,,,65,49,58,15,53,33,,,,82
Position_41,57,61,72,12,,84,50,66,45,52,44,55,47,,,,65,49,57,15,52,33,,,,82
Position_42,58,61,72,12,,84,49,66,45,52,44,55,48,,,,66,50,55,16,52,32,,,,82
Position_43,58,61,71,11,,84,48,65,45,53,44,56,49,,,,66,50,54,16,51,32,,,,81
Position_44,59,61,71,11,,84,47,65,46,53,45,56,50,,,,66,50,53,16,51,31,,,,81
Position_45,59,61,70,11,,84,46,64,46,53,45,57,51,,,,67,51,51,16,51,31,,,,81
Position_46,60,61,70,11,,84,45,63,46,53,46,57,52,,,,67,51,50,16,50,31,,,,81
Position_47,60,61,69,11,,84,44,63,47,53,47,57,53,,,,67,51,49,16,50,31,,,,81
Position_48,61,61,68,11,,84,44,62,47,53,47,58,54,,,,68,52,47,16,50,30,,,,81
Position_49,62,61,68,11,,84,43,61,48,52,48,58,55,,,,68,52,46,16,49,30,,,,81
Position_50,62,61,67,11,,84,43,60,48,52,48,58,56,,,,68,52,45,17,49,30,,,,81
Position_51,63,61,66,10,,84,43,60,48,52,49,58,57,,,,69,52,43,17,49,30,,,,81
Position_52,64,61,66,10,,84,43,59,48,52,49,58,58,,,,69,52,42,17,49,30,,,,81
Position_53,64,60,65,10,,84,43,58,48,52,49,58,58,,,,69,52,41,17,49,30,,,,81
Position_54,65,60,64,10,,84,42,57,48,52,49,59,59,,,,69,52,40,17,49,30,,,,81
Position_55,66,60,63,10,,84,42,56,48,52,49,59,59,,,,70,52,39,17,48,30,,,,81
Position_56,67,60,63,10,,84,43,56,48,51,49,59,59,,,,70,52,38,17,48,30,,,,81
Position_57,68,59,62,10,,84,43,55,48,51,48,59,58,,,,70,52,38,18,48,30,,,,81
Position_58,68,59,61,9,,84,43,54,48,51,48,59,58,,,,70,52,37,18,48,30,,,,81
Position_59,69,59,60,9,,84,43,53,48,51,48,59,58,,,,71,52,36,18,48,30,,,,81
Position_60,70,58,60,9,,84,44,53,48,51,48,59,57,,,,71,52,35,18,48,30,,,,81
Position_61,71,58,59,9,,84,44,52,47,51,48,59,56,,,,71,52,35,18,47,30,,,,81
Position_62,72,58,59,9,,84,45,51,47,50,48,59,55,,,,71,52,34,18,47,30,,,,81
Position_63,73,57,58,9,,84,46,51,47,50,48,60,55,,,,71,52,34,18,47,30,,,,81
Position_64,73,57,57,9,,84,46,50,47,50,48,60,54,,,,71,52,33,18,47,30,,,,81
Position_65,74,56,57,9,,84,47,49,47,50,48,60,53,,,,71,52,33,18,47,30,,,,81
Position_66,75,56,57,9,,84,48,49,46,50,47,60,52,,,,71,52,33,18,47,30,,,,81
Position_67,76,55,56,8,,84,49,49,46,50,47,60,51,,,,71,52,32,18,46,30,,,,81
Position_68,77,55,56,8,,84,50,48,46,50,47,60,50,,,,71,52,32,18,46,30,,,,81
Position_69,78,55,56,8,,84,50,48,46,49,47,60,49,,,,70,52,32,18,46,30,,,,81
Position_70,78,54,55,8,,84,51,48,45,49,47,61,48,,,,70,52,32,18,46,30,,,,81
Position_71,79,54,55,8,,84,52,48,45,49,47,61,48,,,,69,52,32,18,46,30,,,,81
Position_72,80,53,55,8,,84,53,48,45,49,47,61,47,,,,68,52,32,18,46,30,,,,81
Position_73,80,53,55,8,,84,53,48,45,49,46,61,46,,,,67,51,32,18,45,30,,,,81
Position_74,81,52,55,8,,84,54,48,44,49,46,62,46,,,,66,51,32,18,45,30,,,,81
Position_75,82,52,55,8,,84,55,48,44,49,46,62,45,,,,65,51,32,18,45,30,,,,81
Position_76,82,51,56,8,,84,55,48,44,49,46,62,45,,,,64,51,32,18,45,30,,,,81
Position_77,83,51,56,9,,84,56,48,43,49,46,63,45,,,,63,51,32,18,45,30,,,,81
Position_78,84,50,56,9,,84,56,48,43,49,46,63,44,,,,62,51,32,18,44,30,,,,81
Position_79,84,50,56,9,,84,57,49,43,49,45,64,44,,,,61,50,32,18,44,30,,,,81
Position_80,84,50,56,9,,84,57,49,43,49,45,64,44,,,,60,50,32,18,44,30,,,,81
Position_81,85,49,57,9,,84,58,49,43,49,45,64,43,,,,59,50,32,18,44,30,,,,81
Position_82,85,49,57,9,,84,58,50,42,49,45,65,43,,,,59,50,32,18,44,30,,,,81
Position_83,86,48,57,10,,84,59,50,42,49,45,65,43,,,,58,50,32,18,43,30,,,,81
Position_84,86,48,58,10,,84,59,51,42,49,45,66,42,,,,58,49,32,18,43,30,,,,81
Position_85,86,47,58,10,,84,59,51,42,49,45,66,42,,,,58,49,32,18,43,30,,,,81
Position_86,86,47,58,10,,84,60,52,42,49,45,67,42,,,,58,49,32,18,43,30,,,,81
Position_87,86,47,59,11,,84,60,52,41,49,45,67,41,,,,58,49,32,18,42,30,,,,81
Position_88,86,46,59,11,,84,60,53,41,49,44,68,41,,,,58,48,32,18,42,30,,,,81
Position_89,86,46,59,11,,84,61,53,41,49,44,68,41,,,,58,48,32,18,42,29,,,,81
Position_90,86,46,60,11,,84,61,54,41,49,44,69,40,,,,58,48,32,18,42,29,,,,81
Position_91,86,46,60,11,,84,61,54,41,49,44,69,40,,,,58,48,32,18,41,29,,,,81
Position_92,86,45,60,12,,84,62,55,41,49,44,69,40,,,,58,47,32,18,41,29,,,,81
Position_93,85,45,61,12,,84,62,56,41,50,44,70,39,,,,58,47,32,18,41,28,,,,81
Position_94,85,45,61,12,,84,62,56,41,50,44,70,39,,,,58,47,32,18,41,28,,,,81
Position_95,84,45,61,12,,84,62,57,41,50,44,71,39,,,,58,46,32,18,40,28,,,,81
Position_96,84,45,62,13,,84,63,58,41,50,44,71,38,,,,58,46,32,18,40,28,,,,80
Position_97,83,44,62,13,,84,63,58,42,50,44,71,38,,,,58,46,32,18,40,28,,,,80
Position_98,83,44,62,13,,84,63,59,42,50,45,72,38,,,,58,45,32,18,40,27,,,,80
Position_99,82,44,62,13,,84,63,60,42,50,45,72,38,,,,58,45,32,18,40,27,,,,80
Position_100,81,44,63,13,,84,64,60,43,50,45,72,38,,,,58,45,32,18,39,27,,,,79
Position_101,80,44,63,13,,84,64,61,43,51,45,72,37,,,,58,45,32,18,39,27,,,,79
Position_102,80,44,63,14,,84,64,61,44,51,45,73,37,,,,59,44,32,18,39,27,,,,79
Position_103,79,44,63,14,,84,64,62,44,51,45,73,37,,,,59,44,32,18,39,27,,,,78
Position_104,78,44,63,14,,84,64,63,45,51,45,73,37,,,,59,44,32,18,39,27,,,,78
Position_105,77,44,63,14,,84,64,63,45,51,45,73,37,,,,59,44,32,18,38,27,,,,78
Position_106,76,44,63,14,,84,64,64,46,51,45,73,37,,,,60,43,32,18,38,27,,,,77
Position_107,75,45,63,14,,84,64,65,46,51,45,73,37,,,,60,43,32,18,38,27,,,,77
Position_108,74,45,63,14,,84,64,65,46,51,45,73,37,,,,60,43,32,18,38,27,,,,77
Position_109,73,45,63,14,,84,64,66,47,51,45,72,37,,,,61,43,32,18,38,27,,,,77
Position_110,72,45,63,13,,84,63,66,47,51,45,72,38,,,,61,42,32,18,38,27,,,,76
Position_111,71,45,63,13,,84,63,67,48,51,45,71,38,,,,61,42,32,18,38,27,,,,76
Position_112,70,45,63,13,,84,62,67,48,51,45,70,39,,,,62,42,32,18,38,27,,,,76
Position_113,68,45,63,13,,84,62,68,49,52,45,70,40,,,,62,42,32,18,38,27,,,,76
Position_114,67,45,63,12,,84,61,68,49,52,45,69,40,,,,63,42,32,18,38,27,,,,76
Position_115,66,46,63,12,,84,60,69,49,52,45,68,41,,,,63,42,32,18,38,27,,,,76
Position_116,65,46,63,12,,84,59,69,50,51,45,66,42,,,,64,42,32,18,38,27,,,,77
Position_117,64,46,63,11,,84,58,70,50,51,44,65,43,,,,64,42,32,18,39,27,,,,77
Position_118,63,46,63,11,,84,58,70,50,51,44,64,44,,,,65,42,32,18,39,27,,,,77
Position_119,62,46,63,11,,84,57,71,51,51,44,63,44,,,,65,42,32,18,39,27,,,,77
Position_120,61,47,63,10,,84,56,71,51,51,44,61,45,,,,66,41,32,18,39,27,,,,78
Position_121,60,47,63,10,,84,56,72,51,51,44,60,46,,,,66,41,32,18,39,28,,,,78
Position_122,59,47,63,10,,84,55,72,51,51,44,59,46,,,,67,41,32,18,39,28,,,,78
Position_123,58,48,63,9,,84,55,72,52,51,44,57,47,,,,67,41,32,18,39,29,,,,79
Position_124,57,48,63,9,,84,54,73,52,51,44,56,47,,,,68,41,32,18,39,29,,,,79
Position_125,56,48,63,9,,84,54,73,52,51,44,54,47,,,,68,41,33,18,40,30,,,,79
Position_126,55,49,63,9,,84,54,73,52,50,43,53,47,,,,68,41,33,18,40,31,,,,80
Position_127,54,49,63,8,,84,54,73,52,50,43,52,47,,,,69,41,33,18,40,32,,,,80
Position_128,53,50,63,8,,84,54,74,52,50,43,50,47,,,,69,41,34,18,40,33,,,,81
Position_129,52,50,63,8,,84,54,74,52,50,43,49,47,,,,70,41,35,18,40,34,,,,81
Position_130,52,51,63,8,,84,54,74,52,50,43,48,47,,,,70,42,35,18,40,35,,,,81
Position_131,51,51,63,8,,84,54,74,52,50,43,47,47,,,,71,42,36,18,41,36,,,,82
Position_132,50,52,63,8,,84,54,74,52,49,43,45,47,,,,71,42,37,18,41,37,,,,82
Position_133,50,52,63,9,,84,54,75,51,49,42,44,47,,,,71,42,37,18,41,38,,,,83
Position_134,49,53,63,9,,84,54,75,51,49,42,43,47,,,,72,42,38,18,41,39,,,,83
Position_135,49,53,63,9,,84,54,75,51,49,42,42,47,,,,72,43,39,18,42,40,,,,83
Position_136,48,54,63,10,,84,54,75,51,49,42,41,47,,,,72,43,40,18,42,41,,,,84
Position_137,48,55,63,10,,84,54,75,50,49,42,40,47,,,,73,43,41,18,42,42,,,,84
Position_138,48,55,63,11,,84,54,75,50,48,41,39,47,,,,73,44,41,18,43,43,,,,84
Position_139,47,56,63,12,,84,54,75,50,48,41,39,47,,,,73,44,42,18,43,44,,,,84
Position_140,47,57,63,13,,84,54,75,49,48,41,38,47,,,,73,44,42,18,43,45,,,,85
Position_141,47,57,63,13,,84,54,75,49,48,41,37,47,,,,73,45,43,18,44,45,,,,85
Position_142,47,58,63,14,,84,54,75,48,48,41,36,47,,,,73,45,43,18,44,46,,,,85
Position_143,47,59,63,15,,83,54,75,48,48,40,36,47,,,,73,46,43,18,45,47,,,,85
Position_144,47,60,63,16,,83,55,75,48,48,40,35,47,,,,73,46,43,18,45,48,,,,85
Position_145,47,60,63,17,,83,55,75,47,47,40,34,46,,,,73,47,43,18,46,48,,,,85
Position_146,47,61,63,18,,83,56,75,47,47,40,34,46,,,,73,47,43,18,46,49,,,,85
Position_147,47,62,63,19,,83,57,75,46,47,39,33,45,,,,73,48,43,18,46,49,,,,85
Position_148,47,62,63,19,,83,58,75,46,47,39,33,44,,,,73,48,43,18,47,50,,,,84
Position_149,47,63,63,20,,83,59,75,45,47,39,33,44,,,,73,48,43,18,47,50,,,,84
Position_150,47,64,63,21,,82,60,75,45,47,39,32,43,,,,73,49,43,18,48,50,,,,84
Position_151,47,64,63,22,,82,61,75,45,47,39,32,42,,,,73,49,43,18,48,50,,,,84
Position_152,47,65,63,23,,82,62,75,44,47,38,31,41,,,,73,50,43,18,48,50,,,,83
Position_153,47,65,63,24,,82,63,75,44,47,38,31,40,,,,72,50,43,18,49,50,,,,83
Position_154,47,66,63,24,,82,64,75,43,47,38,31,40,,,,72,50,43,18,49,50,,,,82
Position_155,47,67,63,25,,82,65,75,43,47,38,31,39,,,,72,51,43,18,49,49,,,,82
Position_156,47,67,63,26,,82,66,75,42,47,38,30,39,,,,72,51,43,18,50,49,,,,82
Position_157,47,67,63,26,,82,67,75,42,47,38,30,38,,,,71,51,42,17,50,48,,,,81
Position_158,47,68,63,27,,81,67,75,42,48,38,30,38,,,,71,51,42,17,50,47,,,,81
Position_159,47,68,63,27,,81,67,75,41,48,38,30,38,,,,71,51,42,17,50,46,,,,80
Position_160,47,69,63,28,,81,67,75,41,48,38,30,38,,,,71,51,42,16,50,45,,,,80
Position_161,47,69,63,28,,81,67,75,41,48,38,30,38,,,,71,51,42,16,50,44,,,,79
Position_162,47,69,63,28,,81,66,75,40,48,38,30,39,,,,70,51,42,16,50,43,,,,79
Position_163,47,70,63,28,,81,66,75,40,48,38,30,39,,,,70,51,41,15,50,42,,,,78
Position_164,47,70,63,28,,81,65,75,40,48,38,30,40,,,,70,51,41,15,51,41,,,,78
Position_165,47,70,63,28,,81,64,75,40,49,38,30,41,,,,70,51,41,15,51,40,,,,78
Position_166,47,70,63,28,,81,63,75,39,49,38,30,41,,,,69,51,41,14,51,39,,,,77
Position_167,47,70,63,28,,81,62,75,39,49,38,30,42,,,,69,51,40,14,51,38,,,,77
Position_168,47,71,63,28,,81,61,75,39,49,39,30,43,,,,69,50,40,14,51,37,,,,77
Position_169,47,71,63,28,,81,60,75,39,49,39,30,44,,,,69,50,40,14,52,36,,,,77
Position_170,47,71,63,28,,81,59,75,39,50,39,30,45,,,,69,50,40,14,52,35,,,,76
Position_171,47,71,63,28,,81,57,75,39,50,39,30,47,,,,69,50,39,13,52,35,,,,76
Position_172,47,71,63,28,,81,56,75,39,50,40,30,48,,,,69,49,39,13,53,34,,,,76
Position_173,48,71,63,28,,82,55,75,38,50,40,30,49,,,,69,49,39,13,53,33,,,,76
Position_174,48,71,63,28,,82,54,75,38,50,40,30,50,,,,69,49,38,13,53,33,,,,76
Position_175,48,71,63,28,,82,53,75,38,50,40,30,51,,,,69,49,38,13,53,32,,,,76
Position_176,48,71,63,28,,82,52,75,38,50,41,30,51,,,,69,48,38,13,53,32,,,,76
Position_177,49,71,63,28,,82,51,75,38,50,41,30,52,,,,69,48,37,13,53,32,,,,76
Position_178,49,71,63,28,,82,50,75,38,50,41,30,53,,,,69,48,37,13,53,31,,,,76
Position_179,50,71,63,28,,82,49,75,38,51,42,30,53,,,,69,48,37,13,54,31,,,,76
Position_180,50,71,63,28,,82,48,75,38,51,42,30,53,,,,69,48,36,13,54,30,,,,76
Position_181,51,71,63,28,,82,48,75,38,51,42,30,54,,,,69,49,36,13,54,30,,,,76
Position_182,51,71,63,28,,82,48,75,38,51,43,30,54,,,,69,49,36,13,54,30,,,,76
Position_183,52,71,63,28,,82,47,75,38,51,43,30,53,,,,69,49,35,13,54,30,,,,76
Position_184,53,70,63,28,,82,47,75,38,50,43,30,53,,,,69,49,35,13,54,29,,,,76
Position_185,53,70,63,28,,82,47,75,38,50,44,30,53,,,,69,49,34,13,55,29,,,,76
Position_186,54,70,63,28,,82,47,75,38,50,44,30,52,,,,69,50,34,14,55,29,,,,76
Position_187,55,70,63,28,,83,48,75,38,50,44,30,52,,,,69,50,34,14,55,29,,,,76
Position_188,56,70,63,28,,83,48,75,37,50,45,30,51,,,,69,50,33,14,55,29,,,,76
Position_189,56,70,63,28,,83,48,75,37,50,45,30,51,,,,69,50,33,14,56,29,,,,76
Position_190,57,69,63,28,,83,48,75,37,50,45,30,50,,,,69,51,33,14,56,29,,,,76
Position_191,58,69,63,28,,83,48,75,37,50,46,30,50,,,,68,51,32,14,56,29,,,,76
Position_192,59,69,63,28,,83,48,74,37,50,46,30,49,,,,68,51,32,14,56,29,,,,76
Position_193,60,69,63,28,,83,49,74,37,49,46,30,49,,,,68,51,32,14,56,29,,,,76
Position_194,60,68,63,27,,83,49,73,37,49,47,30,48,,,,67,51,31,14,56,29,,,,76
Position_195,61,68,63,27,,83,49,72,37,49,47,30,48,,,,67,51,31,14,56,28,,,,76
Position_196,62,68,63,27,,83,49,72,37,49,47,30,47,,,,66,51,31,14,56,28,,,,76
Position_197,63,67,63,26,,84,49,71,36,49,47,30,47,,,,66,51,30,14,56,28,,,,76
Position_198,64,67,63,26,,84,50,70,36,48,48,30,46,,,,65,51,30,14,56,28,,,,76
Position_199,65,67,63,26,,84,50,69,36,48,48,30,46,,,,64,51,30,15,56,28,,,,76
Position_200,66,66,63,25,,84,50,68,36,48,48,30,45,,,,64,51,30,15,56,28,,,,76
Position_201,67,66,63,25,,84,50,67,36,48,48,30,45,,,,63,51,29,15,56,28,,,,76
Position_202,67,66,63,24,,84,50,66,36,47,49,30,45,,,,62,51,29,15,56,28,,,,76
Position_203,68,65,63,24,,84,50,65,36,47,49,30,45,,,,61,51,29,15,56,29,,,,76
Position_204,69,65,63,23,,84,50,64,36,47,49,31,45,,,,60,51,29,15,56,29,,,,76
Position_205,70,64,63,23,,84,50,63,36,47,49,32,45,,,,59,51,29,15,56,29,,,,76
Position_206,71,64,63,22,,84,50,63,36,47,49,32,45,,,,59,51,28,16,56,29,,,,76
Position_207,71,63,63,21,,85,50,62,36,46,49,33,45,,,,58,51,28,16,56,29,,,,76
Position_208,72,63,63,21,,85,50,61,36,46,50,35,46,,,,57,51,28,16,56,29,,,,76
Position_209,73,62,63,20,,85,50,61,35,46,50,36,46,,,,56,51,28,16,56,29,,,,76
Position_210,74,62,63,20,,85,51,60,35,46,50,37,47,,,,55,51,28,16,56,29,,,,76
Position_211,74,61,63,19,,85,51,60,35,46,50,39,47,,,,54,51,28,16,55,30,,,,76
Position_212,75,61,63,18,,85,51,60,35,45,50,40,48,,,,54,51,28,17,55,30,,,,76
Position_213,76,60,63,18,,85,51,60,35,45,50,42,48,,,,53,51,28,17,55,30,,,,76
Position_214,76,60,63,17,,85,51,60,35,45,50,43,49,,,,52,51,28,17,55,30,,,,76
Position_215,77,59,63,17,,85,51,60,35,45,50,45,49,,,,51,52,28,17,55,30,,,,76
Position_216,77,59,63,16,,85,51,61,35,45,50,46,50,,,,51,52,28,18,55,30,,,,76
Position_217,77,58,63,16,,85,51,61,35,45,50,48,50,,,,50,52,28,18,55,31,,,,76
Position_218,78,58,62,15,,85,51,61,35,45,50,49,50,,,,50,52,28,18,55,31,,,,76
Position_219,78,57,62,15,,85,51,62,36,44,50,51,50,,,,49,52,28,19,55,31,,,,76
Position_220,78,57,62,14,,86,51,62,36,44,50,52,50,,,,49,52,28,19,54,31,,,,76
Position_221,79,56,61,14,,86,51,63,36,44,50,54,50,,,,48,52,29,19,54,31,,,,76
Position_222,79,56,61,14,,86,51,63,36,44,50,55,50,,,,48,52,29,19,54,31,,,,76
Position_223,79,55,60,13,,86,52,64,36,44,50,56,50,,,,48,52,29,20,54,32,,,,76
Position_224,79,54,60,13,,86,52,64,36,44,50,57,49,,,,48,52,29,20,54,32,,,,76
Position_225,79,54,59,13,,86,52,65,36,44,50,58,49,,,,48,52,29,20,54,32,,,,76
Position_226,79,53,59,12,,86,53,65,36,44,50,59,48,,,,48,52,29,21,54,32,,,,76
Position_227,79,53,58,12,,86,54,66,37,44,49,59,48,,,,48,53,29,21,54,32,,,,76
Position_228,79,52,58,12,,86,54,67,37,44,49,59,47,,,,48,53,29,22,54,32,,,,76
Position_229,79,52,57,12,,86,55,67,37,45,49,60,46,,,,49,53,29,22,53,32,,,,76
Position_230,79,51,57,12,,86,55,68,37,45,49,59,46,,,,50,53,30,22,53,32,,,,76
Position_231,79,51,56,12,,86,56,69,37,45,49,59,45,,,,50,53,30,23,53,32,,,,76
Position_232,79,50,56,12,,86,56,69,37,45,49,58,45,,,,51,53,30,23,53,32,,,,76
Position_233,79,50,56,12,,86,57,70,37,45,49,56,44,,,,52,53,30,23,53,32,,,,76
Position_234,79,49,55,13,,86,57,71,38,45,49,55,44,,,,53,53,30,24,53,32,,,,75
Position_235,79,49,55,13,,86,58,71,38,45,49,53,43,,,,54,54,30,24,53,32,,,,75
Position_236,79,48,55,14,,86,58,72,38,45,49,51,43,,,,55,54,30,24,53,32,,,,75
Position_237,79,48,54,15,,86,58,73,38,45,48,49,43,,,,57,54,30,25,52,32,,,,74
Position_238,79,48,54,15,,86,59,73,38,45,48,47,43,,,,58,54,30,25,52,32,,,,74
Position_239,79,47,54,16,,86,59,74,38,46,48,45,42,,,,59,54,30,26,52,32,,,,73
Position_240,79,47,54,17,,86,59,75,38,46,48,43,43,,,,60,54,30,26,52,32,,,,72
Position_241,79,46,54,18,,86,58,75,38,46,48,40,43,,,,61,54,30,26,52,32,,,,72
Position_242,79,46,54,19,,86,58,76,38,46,48,38,43,,,,62,54,30,26,52,32,,,,71
Position_243,79,46,54,20,,86,57,76,38,46,48,36,44,,,,63,55,30,27,52,32,,,,71
Position_244,79,45,54,21,,86,57,77,38,46,47,35,44,,,,64,55,30,27,52,32,,,,71
Position_245,79,45,54,22,,86,56,77,38,47,47,33,45,,,,65,55,30,27,52,32,,,,70
Position_246,79,45,54,24,,86,56,78,38,47,47,32,46,,,,66,55,30,28,51,32,,,,70
Position_247,79,45,54,25,,86,55,78,38,47,47,31,46,,,,67,55,30,28,51,32,,,,70
Position_248,79,44,54,26,,86,54,78,38,47,47,30,47,,,,67,55,30,28,51,32,,,,69
Position_249,79,44,54,27,,86,54,79,37,47,47,30,47,,,,68,55,30,28,51,32,,,,69
Position_250,79,44,54,28,,86,53,79,37,47,46,30,48,,,,68,55,30,28,51,32,,,,69
Position_251,79,44,54,29,,86,53,79,36,48,46,30,48,,,,68,55,30,29,51,32,,,,69
Position_252,79,44,54,30,,86,53,79,36,48,46,30,49,,,,68,56,30,29,51,32,,,,69
Position_253,79,44,54,31,,86,52,79,35,48,46,30,49,,,,68,56,30,29,51,32,,,,69
Position_254,79,44,54,32,,86,52,79,34,48,46,30,49,,,,68,56,30,29,51,32,,,,69
Position_255,79,44,54,33,,86,53,79,33,48,46,30,49,,,,68,56,30,29,51,32,,,,69
Position_256,79,44,54,34,,86,53,79,33,48,46,30,48,,,,68,56,30,29,51,32,,,,69
Position_257,79,44,54,35,,86,53,79,32,48,46,30,48,,,,68,56,30,29,51,32,,,,69
Position_258,79,44,54,35,,86,53,79,32,49,46,30,48,,,,68,56,30,29,51,32,,,,69
Position_259,79,44,54,36,,86,53,79,31,49,46,30,48,,,,68,56,30,29,51,32,,,,69
Position_260,79,44,54,36,,86,54,79,31,49,46,30,47,,,,68,56,30,29,51,32,,,,69
Position_261,79,44,54,37,,86,54,79,31,49,46,30,47,,,,68,56,30,29,51,32,,,,69
Position_262,79,44,54,37,,86,55,79,31,49,46,30,47,,,,68,56,30,29,51,32,,,,69
Position_263,79,44,54,37,,86,55,79,31,49,46,30,46,,,,68,56,30,29,51,32,,,,69
Position_264,79,44,54,37,,86,55,79,31,49,46,30,46,,,,68,56,30,29,51,32,,,,69
Position_265,79,44,54,37,,86,56,79,32,49,46,30,45,,,,68,56,30,29,51,32,,,,69
Position_266,79,44,54,37,,86,56,79,32,50,46,30,45,,,,68,56,30,29,51,32,,,,69
Position_267,78,44,54,37,,86,56,79,33,50,46,30,45,,,,68,56,30,29,51,32,,,,69
Position_268,78,44,54,37,,86,57,79,34,50,46,30,44,,,,68,55,31,29,51,32,,,,69
Position_269,77,45,54,37,,86,57,79,34,50,46,30,44,,,,68,55,31,29,51,33,,,,69
Position_270,77,45,54,37,,86,57,79,35,50,46,30,44,,,,68,55,31,29,51,33,,,,70
Position_271,76,45,54,37,,86,58,79,36,50,46,30,43,,,,68,55,31,29,51,33,,,,70
