Name,Neck Twist,Torso Twist,Shoulder Twist_R,Shoulder Flexion_R,F1,Shoulder abduction_R,neck right,Wrist Twist_R,Wrist Right.001_R,Torso Bend,Wrist Right_R,Wrist servo_R,neck left,F2,F3,Blank,Wrist servo_L.001,Wrist Right_L.001,Shoulder Twist_L.001,Shoulder abduction_L.001,Wrist Right.001_L.001,Wrist Twist_L.001,F1,F2,F3,Shoulder Flexion_L.001
Position_66,45,53,72,42,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,50,,,,58
Position_67,45,53,72,42,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,50,,,,58
Position_68,45,53,72,42,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,50,,,,58
Position_69,45,53,71,42,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,50,,,,58
Position_70,45,53,71,42,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,50,,,,58
Position_71,45,53,71,43,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,50,,,,58
Position_72,45,53,71,43,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,49,,,,58
Position_73,45,53,70,43,,86,54,50,50,54,50,83,44,,,,18,50,28,16,50,49,,,,59
Position_74,46,53,70,43,,86,54,50,49,54,50,82,44,,,,18,50,28,16,50,49,,,,59
Position_75,46,53,70,43,,86,54,51,49,54,50,82,44,,,,18,50,27,16,50,48,,,,59
Position_76,46,53,69,43,,86,54,51,49,54,50,82,44,,,,18,50,27,16,50,48,,,,59
Position_77,46,53,69,44,,86,54,51,49,54,50,81,44,,,,18,50,27,16,50,47,,,,60
Position_78,46,53,68,44,,86,54,51,49,54,50,81,44,,,,18,50,27,16,50,47,,,,60
Position_79,46,53,68,44,,86,54,51,48,54,50,81,44,,,,18,50,26,16,50,46,,,,61
Position_80,46,53,67,44,,86,54,52,48,54,50,80,44,,,,18,50,26,16,50,46,,,,61
Position_81,46,53,66,45,,86,54,52,48,54,50,80,44,,,,18,50,25,16,50,45,,,,62
Position_82,46,53,65,45,,86,54,52,47,54,50,79,44,,,,18,50,25,16,50,44,,,,62
Position_83,46,53,65,45,,86,54,52,47,53,50,79,45,,,,18,50,25,16,50,44,,,,63
Position_84,46,53,64,46,,86,54,53,47,53,50,78,45,,,,18,50,24,16,50,43,,,,63
Position_85,46,53,63,46,,86,54,53,46,53,50,78,45,,,,18,50,24,16,50,42,,,,64
Position_86,47,53,62,46,,86,54,53,46,53,50,77,45,,,,18,50,23,16,50,41,,,,64
Position_87,47,53,61,47,,86,54,53,46,53,50,77,45,,,,18,50,23,16,50,41,,,,65
Position_88,47,53,60,47,,86,53,54,45,53,50,76,45,,,,18,50,22,16,50,40,,,,66
Position_89,47,53,59,47,,86,53,54,45,53,49,75,45,,,,18,50,22,16,50,39,,,,66
Position_90,47,53,58,48,,86,53,54,44,53,49,75,45,,,,18,50,21,16,50,38,,,,67
Position_91,47,53,57,48,,86,53,55,44,53,49,74,46,,,,18,50,21,16,50,37,,,,68
Position_92,47,53,56,49,,86,53,55,44,53,49,73,46,,,,18,50,20,16,50,36,,,,69
Position_93,47,53,55,49,,86,53,55,43,52,49,73,46,,,,18,50,20,16,50,35,,,,69
Position_94,48,53,54,50,,86,53,56,43,52,49,72,46,,,,18,50,19,16,50,34,,,,70
Position_95,48,53,53,50,,86,53,56,42,52,49,71,46,,,,18,50,18,16,50,33,,,,71
Position_96,48,53,52,51,,86,53,56,42,52,49,71,46,,,,18,50,18,16,50,32,,,,72
Position_97,48,53,51,51,,86,53,57,41,52,49,70,47,,,,18,50,17,16,50,31,,,,72
Position_98,48,53,50,51,,85,53,57,41,52,49,69,47,,,,18,50,17,15,50,30,,,,73
Position_99,48,53,48,52,,85,52,57,40,52,49,68,47,,,,18,50,16,15,50,29,,,,74
Position_100,49,52,47,52,,85,52,58,40,52,49,68,47,,,,18,50,16,15,50,28,,,,75
Position_101,49,52,46,53,,85,52,58,39,51,49,67,47,,,,18,50,15,15,50,27,,,,75
Position_102,49,52,45,53,,85,52,59,39,51,49,66,47,,,,18,50,14,15,50,26,,,,76
Position_103,49,52,44,54,,85,52,59,38,51,49,65,48,,,,18,50,14,15,50,25,,,,77
Position_104,49,52,42,54,,85,52,59,38,51,49,65,48,,,,18,50,13,15,50,24,,,,78
Position_105,49,52,41,55,,85,52,60,37,51,48,64,48,,,,18,50,13,15,50,23,,,,79
Position_106,50,52,40,55,,85,52,60,37,51,48,63,48,,,,18,50,12,15,50,22,,,,79
Position_107,50,52,39,56,,85,52,60,36,51,48,63,48,,,,18,50,11,15,50,21,,,,80
Position_108,50,52,38,56,,85,52,61,36,51,48,62,49,,,,18,50,11,15,50,20,,,,81
Position_109,50,52,36,57,,85,51,61,36,50,48,61,49,,,,18,50,10,15,50,20,,,,82
Position_110,50,52,35,57,,85,51,61,35,50,48,60,49,,,,18,50,10,15,50,19,,,,82
Position_111,51,52,34,57,,85,51,62,35,50,48,60,49,,,,18,50,9,15,50,18,,,,83
Position_112,51,52,33,58,,85,51,62,34,50,48,59,49,,,,18,50,8,15,50,17,,,,84
Position_113,51,52,32,58,,85,51,62,34,50,48,58,50,,,,18,50,8,15,50,16,,,,85
Position_114,51,52,30,59,,85,51,63,33,50,48,58,50,,,,18,50,7,15,50,15,,,,85
Position_115,51,52,29,59,,85,51,63,33,50,48,57,50,,,,18,50,7,15,50,14,,,,86
Position_116,52,51,28,60,,85,51,63,32,50,48,56,50,,,,18,50,6,15,50,13,,,,87
Position_117,52,51,27,60,,85,51,64,32,50,48,56,50,,,,18,50,6,15,50,12,,,,87
Position_118,52,51,26,60,,85,51,64,32,49,48,55,51,,,,18,50,5,15,50,11,,,,88
Position_119,52,51,25,61,,85,50,64,31,49,48,55,51,,,,19,50,5,15,50,11,,,,89
Position_120,52,51,24,61,,85,50,64,31,49,47,54,51,,,,19,50,4,15,50,10,,,,89
Position_121,52,51,23,61,,85,50,65,31,49,47,54,51,,,,19,50,4,15,50,9,,,,90
Position_122,53,51,22,62,,85,50,65,30,49,47,53,51,,,,19,50,4,15,50,9,,,,90
Position_123,53,51,21,62,,85,50,65,30,49,47,53,51,,,,19,50,3,15,50,8,,,,91
Position_124,53,51,20,62,,85,50,65,30,49,47,52,52,,,,19,50,3,15,50,7,,,,91
Position_125,53,51,19,63,,85,50,66,29,49,47,52,52,,,,19,50,2,15,50,7,,,,92
Position_126,53,51,18,63,,85,50,66,29,49,47,51,52,,,,19,50,2,15,50,6,,,,92
Position_127,54,51,17,63,,85,50,66,29,49,47,51,52,,,,19,50,2,15,50,6,,,,93
Position_128,54,51,16,63,,85,50,66,29,49,47,51,52,,,,19,50,2,15,50,5,,,,93
Position_129,54,51,15,63,,85,50,66,28,49,47,50,52,,,,19,50,1,15,50,5,,,,93
Position_130,54,50,15,64,,85,50,67,28,49,47,50,53,,,,19,50,1,15,50,4,,,,94
Position_131,54,50,14,64,,85,50,67,28,48,47,50,53,,,,19,50,1,15,50,4,,,,94
Position_132,55,50,13,64,,85,50,67,28,48,47,50,53,,,,19,50,1,15,50,4,,,,94
Position_133,55,50,13,64,,85,50,67,28,48,47,49,53,,,,19,50,1,15,50,3,,,,94
Position_134,55,50,12,64,,85,49,67,28,48,47,49,53,,,,19,50,0,15,50,3,,,,95
Position_135,55,50,11,64,,85,49,67,28,48,47,49,53,,,,19,50,0,15,50,3,,,,95
Position_136,55,50,11,64,,85,49,67,28,48,47,49,53,,,,19,50,0,15,50,3,,,,95
Position_137,55,50,11,64,,85,49,67,28,48,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_138,56,50,10,64,,85,49,67,28,48,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_139,56,50,10,64,,85,49,67,28,48,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_140,56,50,9,64,,85,49,67,28,48,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_141,56,50,9,64,,85,49,67,28,48,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_142,56,50,9,64,,85,49,67,28,48,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_143,56,50,8,64,,85,49,67,28,49,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_144,57,50,8,64,,85,49,66,28,49,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_145,57,49,8,63,,86,49,66,29,49,47,49,54,,,,19,50,0,15,50,3,,,,95
Position_146,57,49,7,63,,86,49,66,29,49,47,50,54,,,,19,50,0,15,50,3,,,,95
Position_147,57,49,7,63,,86,49,66,29,49,47,50,55,,,,19,50,0,15,50,3,,,,95
Position_148,57,49,7,63,,86,49,66,30,49,47,50,55,,,,19,50,0,15,50,3,,,,95
Position_149,57,49,6,62,,86,49,65,30,49,47,50,55,,,,19,50,0,15,50,3,,,,95
Position_150,57,49,6,62,,87,49,65,31,49,47,50,55,,,,19,50,0,15,50,3,,,,95
Position_151,58,49,6,62,,87,49,65,31,49,47,50,55,,,,19,50,0,15,50,3,,,,95
Position_152,58,49,6,61,,87,49,64,31,49,48,50,55,,,,19,50,0,15,50,3,,,,95
Position_153,58,49,5,61,,88,49,64,32,49,48,50,55,,,,19,50,0,15,50,3,,,,95
Position_154,58,49,5,61,,88,49,64,32,49,48,51,55,,,,19,50,0,15,50,3,,,,95
Position_155,58,49,5,60,,88,49,63,33,50,48,51,55,,,,19,50,0,15,50,3,,,,95
Position_156,58,49,5,60,,89,49,63,33,50,48,51,55,,,,19,50,0,15,50,3,,,,95
Position_157,58,49,5,60,,89,49,63,34,50,48,51,55,,,,19,50,0,15,50,3,,,,95
Position_158,58,49,4,59,,89,49,62,35,50,48,51,55,,,,19,50,0,15,50,3,,,,95
Position_159,59,49,4,59,,90,49,62,35,50,48,51,56,,,,19,50,0,15,50,3,,,,95
Position_160,59,48,4,58,,90,49,62,36,50,48,52,56,,,,19,50,0,15,50,3,,,,95
Position_161,59,48,4,58,,90,49,61,36,50,48,52,56,,,,19,50,0,15,50,3,,,,95
Position_162,59,48,4,58,,91,49,61,37,50,48,52,56,,,,19,50,0,15,50,3,,,,95
Position_163,59,48,4,57,,91,49,60,37,51,48,52,56,,,,19,50,0,15,50,3,,,,95
Position_164,59,48,4,57,,92,49,60,38,51,49,52,56,,,,19,50,0,15,50,3,,,,95
Position_165,59,48,3,56,,92,49,60,39,51,49,52,56,,,,19,50,0,15,50,3,,,,95
Position_166,59,48,3,56,,92,49,59,39,51,49,53,56,,,,19,50,0,15,50,3,,,,95
Position_167,59,48,3,56,,93,49,59,40,51,49,53,56,,,,19,50,0,15,50,3,,,,95
Position_168,59,48,3,55,,93,49,58,40,51,49,53,56,,,,19,50,0,15,50,3,,,,95
Position_169,60,48,3,55,,94,49,58,41,51,49,53,56,,,,19,50,0,15,50,3,,,,95
Position_170,60,48,3,54,,94,49,58,41,52,49,53,56,,,,19,50,0,15,50,3,,,,95
Position_171,60,48,3,54,,94,49,57,42,52,49,54,56,,,,19,50,0,15,50,3,,,,95
Position_172,60,48,3,53,,95,49,57,43,52,49,54,56,,,,19,50,0,15,50,3,,,,95
Position_173,60,48,3,53,,95,49,56,43,52,49,54,56,,,,19,50,0,15,50,3,,,,95
Position_174,60,48,3,53,,96,49,56,44,52,49,54,56,,,,19,50,0,15,50,3,,,,95
Position_175,60,48,3,52,,96,49,56,44,52,49,54,56,,,,19,50,0,15,50,3,,,,95
Position_176,60,48,3,52,,96,49,55,45,52,49,54,56,,,,19,50,0,15,50,3,,,,95
Position_177,60,48,3,51,,97,49,55,45,52,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_178,60,48,3,51,,97,49,55,46,53,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_179,60,48,3,51,,97,49,54,46,53,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_180,60,48,3,50,,97,49,54,47,53,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_181,60,48,2,50,,98,49,54,47,53,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_182,60,48,2,50,,98,49,53,47,53,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_183,60,48,2,50,,98,50,53,48,53,50,55,56,,,,19,50,0,15,50,3,,,,95
Position_184,60,47,2,49,,99,50,53,48,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_185,60,47,2,49,,99,50,53,49,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_186,60,47,2,49,,99,50,53,49,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_187,60,47,2,49,,99,50,52,49,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_188,60,47,2,49,,99,50,52,49,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_189,60,47,2,48,,99,50,52,50,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_190,60,47,2,48,,100,50,52,50,53,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_191,61,47,2,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_192,61,47,2,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_193,61,47,2,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_194,61,47,2,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_195,61,47,2,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_196,61,47,2,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_197,60,47,3,48,,100,50,52,50,54,50,56,57,,,,19,50,0,15,50,3,,,,95
Position_198,60,47,3,48,,100,50,52,50,54,50,56,57,,,,19,50,1,15,50,3,,,,95
Position_199,60,47,3,47,,100,50,52,50,54,50,55,56,,,,20,50,1,15,50,4,,,,95
Position_200,60,47,4,47,,99,50,52,50,53,50,55,56,,,,21,50,2,15,50,4,,,,95
Position_201,60,47,4,46,,99,50,52,50,53,50,54,56,,,,22,50,2,15,50,5,,,,95
Position_202,60,48,5,46,,99,50,52,50,53,50,53,56,,,,23,50,3,15,50,5,,,,95
Position_203,60,48,5,45,,99,50,52,50,53,50,53,56,,,,24,50,4,15,50,6,,,,95
Position_204,60,48,6,44,,99,50,52,50,53,50,52,56,,,,25,50,5,15,50,7,,,,95
Position_205,59,48,7,44,,98,50,52,50,53,50,51,56,,,,26,50,6,15,50,8,,,,95
Position_206,59,48,7,43,,98,50,52,50,53,50,50,56,,,,28,50,7,15,50,9,,,,95
Position_207,59,48,8,42,,98,50,51,50,53,50,49,56,,,,29,50,8,15,50,10,,,,95
Position_208,59,48,9,41,,98,50,51,50,53,50,48,56,,,,31,50,9,15,50,11,,,,95
Position_209,59,48,10,40,,97,50,51,50,53,50,47,55,,,,33,50,10,15,50,12,,,,95
Position_210,58,48,11,39,,97,50,51,50,53,50,46,55,,,,35,50,12,15,50,13,,,,95
Position_211,58,48,12,38,,97,50,51,50,53,50,44,55,,,,36,50,13,15,50,14,,,,95
Position_212,58,48,13,37,,96,50,51,50,53,50,43,55,,,,38,50,15,15,50,15,,,,95
Position_213,58,48,14,36,,96,50,51,50,53,50,42,55,,,,40,50,16,15,50,16,,,,95
Position_214,57,48,16,35,,95,50,51,50,52,50,40,54,,,,42,50,18,15,50,18,,,,95
Position_215,57,48,17,33,,95,50,51,50,52,50,39,54,,,,45,50,19,15,50,19,,,,95
Position_216,57,48,18,32,,95,50,51,50,52,50,37,54,,,,47,50,21,14,50,20,,,,95
Position_217,56,48,19,31,,94,50,51,50,52,50,36,54,,,,49,50,22,14,50,22,,,,95
Position_218,56,48,20,30,,94,50,51,50,52,50,34,54,,,,51,50,24,14,50,23,,,,95
Position_219,56,49,22,29,,94,50,51,50,52,50,33,54,,,,53,50,25,14,50,24,,,,95
Position_220,55,49,23,27,,93,50,51,50,52,50,32,53,,,,56,50,27,14,50,26,,,,95
Position_221,55,49,24,26,,93,50,51,50,52,50,30,53,,,,58,50,29,14,50,27,,,,95
Position_222,55,49,25,25,,92,50,51,50,52,50,29,53,,,,60,50,30,14,50,29,,,,95
Position_223,55,49,27,24,,92,50,51,50,52,50,27,53,,,,62,50,32,14,50,30,,,,95
Position_224,54,49,28,22,,92,50,51,50,51,50,26,53,,,,64,50,34,14,50,31,,,,95
Position_225,54,49,29,21,,91,50,51,50,51,50,24,52,,,,67,50,35,14,50,33,,,,95
Position_226,54,49,30,20,,91,50,51,50,51,50,23,52,,,,69,50,37,14,50,34,,,,95
Position_227,53,49,31,19,,90,50,51,50,51,50,21,52,,,,71,50,38,14,50,35,,,,95
Position_228,53,49,32,17,,90,50,50,50,51,50,20,52,,,,73,50,40,14,50,37,,,,95
Position_229,53,49,34,16,,90,50,50,50,51,50,19,52,,,,75,50,41,14,50,38,,,,95
Position_230,52,49,35,15,,89,50,50,50,51,50,17,52,,,,77,50,43,14,50,39,,,,95
Position_231,52,49,36,14,,89,50,50,50,51,50,16,51,,,,79,50,44,14,50,40,,,,95
Position_232,52,50,37,13,,89,50,50,50,51,50,15,51,,,,81,50,45,14,50,41,,,,95
Position_233,52,50,38,12,,88,50,50,50,51,50,14,51,,,,82,50,47,14,50,42,,,,95
Position_234,51,50,39,11,,88,50,50,50,50,50,13,51,,,,84,50,48,14,50,43,,,,95
Position_235,51,50,39,10,,88,50,50,50,50,50,12,51,,,,85,50,49,14,50,44,,,,95
Position_236,51,50,40,10,,87,50,50,50,50,50,11,51,,,,87,50,50,14,50,45,,,,95
Position_237,51,50,41,9,,87,50,50,50,50,50,10,51,,,,88,50,51,14,50,46,,,,95
Position_238,51,50,42,8,,87,50,50,50,50,50,9,50,,,,90,50,52,14,50,47,,,,95
Position_239,51,50,42,7,,87,50,50,50,50,50,8,50,,,,91,50,53,14,50,48,,,,95
Position_240,50,50,43,7,,87,50,50,50,50,50,7,50,,,,92,50,53,14,50,48,,,,95
Position_241,50,50,43,6,,86,50,50,50,50,50,7,50,,,,92,50,54,14,50,49,,,,95
Position_242,50,50,44,6,,86,50,50,50,50,50,6,50,,,,93,50,55,14,50,49,,,,95
Position_243,50,50,44,6,,86,50,50,50,50,50,6,50,,,,94,50,55,14,50,50,,,,95
Position_244,50,50,44,5,,86,50,50,50,50,50,6,50,,,,94,50,55,14,50,50,,,,95
Position_245,50,50,44,5,,86,50,50,50,50,50,6,50,,,,94,50,55,14,50,50,,,,95
Position_246,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
Position_247,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
Position_248,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
Position_249,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
Position_250,50,50,44,5,,86,50,50,50,50,50,5,50,,,,95,50,56,14,50,50,,,,95
